split,sentence1,sentence2,score
train,"Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women, aged 16 and 18.","Also hurting was news General Motors GM.N was to issue $10 billion in debt, in part to plug a hole in its pension plan.",3.4
train,Doctors have speculated that the body’s own estrogen protects against cell damage and improves blood flow.,"The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices.",3.6
train,"Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.","Consumer groups oppose the changes, saying they would concentrate too many outlets in too few media empires.",2.0
train,The bill says that a woman who undergoes such an abortion couldn't be prosecuted.,A tropical storm rapidly developed in the Gulf of Mexico on Sunday and could have hurricane-force winds when it hits land somewhere along the Louisiana coast Monday night.,4.8
train,"The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.",Zambrano pitched seven innings and allowed two runs on five hits and four walks.,1.273
train,"The Winston-Salem, North Carolina company opened six stores during the quarter, bringing the total to 282.",Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.,3.2
train,They were at Raffles Hospital over the weekend for further evaluation.,"Major fires had burned 264,000 acres by early last night.",3.667
train,"Several shots rang out in the darkness, but only one gator had been killed by 11 p.m.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.",3.0
train,"""The European Union is basically absent,"" said Tito Barbini, regional minister for agriculture in Tuscany, Italy.","The technology-laced Nasdaq Composite Index .IXIC declined 16.68 points, or 1.01 percent, at 1,636.94.",3.25
train,"Shares of SCO closed at $10.93, down 28 cents, in Monday trading on the Nasdaq Stock Market.",Peregrine sold its Remedy business unit to BMC Software in November for $355 million.,2.75
train,"The broad Standard & Poor's 500 Index .SPX gained 19.72 points, or 1.98 percent, to 1,015.69.",The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal.,3.8
train,"Chavez said investigators feel confident they've got ""at least one of the fires resolved in that regard.""","IBM shares closed up $1.75, or 2.11 percent, at $84.50 on the New York Stock Exchange.",2.75
train,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).,"Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.",3.2
train,"According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June.",OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.,3.857
train,"It will also help reform the Royal Solomon Islands Police, strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation.","Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001.",3.273
train,"MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.",BlueCore3 also implements v1.2's eSCO facility to provide the basis for advanced cordless telephony applications for Bluetooth transmission.,4.0
train,Consumers still would have to get a descrambling security card from their cable operator to plug into the set.,"Nvidia will take advantage of MediaQ customers, which include such players as Siemens AG, Sharp, Philips, Dell, Mitsubishi and Sony Corp.",4.4
train,"Announcing the selection, Kmart CEO Julian Day said Grey will help the retailer ""find creative ways to communicate the unique strengths of Kmart to the new America consumer.""","The Dow Jones industrial average <.DJI> was off 7.75 points, or 0.08 percent, at 9,175.47.",4.2
